time(s),C_Active,L_Active,itp_Po,itp_Temp,itp_HR,itp_RR,itp_HRV
36.80899,0.0028093066,0.00058783967,-28.680481,-0.083355874,153.05901,60.948143,0.0065726801
36.90899,0.0027407852,0.00060014336,-28.68064,-0.082698101,153.05901,60.948143,0.0065950087
37.00899,0.0026722639,0.00061244705,-28.6808,-0.082040328,153.05901,60.948143,0.0066161497
37.10899,0.0026037425,0.00062475073,-28.68096,-0.081382555,153.09902,60.948143,0.0066161497
37.20899,0.0025352211,0.00063705442,-28.68112,-0.080724781,153.14447,60.948143,0.0066161497
37.30899,0.0024666997,0.00064935811,-28.681669,-0.080067008,153.18992,60.948143,0.0066161497
37.40899,0.0023981783,0.0006616618,-28.682642,-0.079409235,153.23537,60.948143,0.0066133286
37.50899,0.0023450298,0.00069649627,-28.683615,-0.078751462,153.20485,60.948143,0.0065932816
37.60899,0.0023028755,0.00073798906,-28.684588,-0.078147391,153.16292,60.948143,0.0065732346
37.70899,0.0022607212,0.00077948186,-28.685561,-0.077572294,153.12098,60.948143,0.0065531876
37.80899,0.002218567,0.00082097465,-28.685584,-0.076997197,153.07905,60.948143,0.0065428825
37.90899,0.0021764127,0.00086246745,-28.684565,-0.0764221,153.03713,60.948143,0.0065651957
38.00899,0.0021342584,0.00090396024,-28.683547,-0.075847003,152.99521,60.948143,0.0065875088
38.10899,0.0020921042,0.00094545304,-28.682529,-0.075271905,152.9533,60.943103,0.0066098219
38.20899,0.0020499499,0.00098694583,-28.681511,-0.074696808,152.91139,60.897926,0.0066286053
38.30899,0.0020077957,0.0010284386,-28.680076,-0.074121711,152.90479,60.852749,0.0066398798
38.40899,0.0019683213,0.0010394323,-28.678183,-0.073546614,152.90479,60.807572,0.0066511544
38.50899,0.0019525096,0.00097784547,-28.67629,-0.072971517,152.90479,60.762395,0.006662429
38.60899,0.0019366979,0.00091625862,-28.674398,-0.07239642,152.90479,60.717219,0.0066798198
38.70899,0.0019208862,0.00085467178,-28.672505,-0.071821323,152.88992,60.672042,0.0067059932
38.80899,0.0019050746,0.00079308493,-28.670616,-0.071246226,152.87196,60.626865,0.0067321666
38.90899,0.0018892629,0.00073149809,-28.668732,-0.070671129,152.854,60.581688,0.00675834
39.00899,0.0018734512,0.00066991125,-28.666849,-0.070096031,152.83604,60.536511,0.0067773445
39.10899,0.0018576395,0.0006083244,-28.664965,-0.069520934,152.82267,60.491334,0.006789233
39.20899,0.0018418279,0.00054673756,-28.663081,-0.068945837,152.81035,60.446158,0.0068011216
39.30899,0.0018260162,0.00048515071,-28.662023,-0.06837074,152.79803,60.400981,0.0068130101
39.40899,0.001891634,0.00048121751,-28.661885,-0.067795643,152.78571,60.362185,0.0068328455
39.50899,0.0020071135,0.00048995094,-28.661746,-0.067220546,152.82649,60.357931,0.0068583208
39.60899,0.002122593,0.00049868438,-28.661608,-0.066645449,152.88076,60.353677,0.0068837961
39.70899,0.0022380726,0.00050741781,-28.66147,-0.066070352,152.93504,60.349423,0.0069092713
39.80899,0.0023535521,0.00051615125,-28.661057,-0.065495255,152.98931,60.345169,0.0069278082
39.90899,0.0024690316,0.00052488468,-28.660337,-0.064920158,153.03899,60.340915,0.0069426988
40.00899,0.0025845112,0.00053361812,-28.659617,-0.06434506,153.08742,60.336661,0.0069575894
40.10899,0.0026999907,0.00054235155,-28.658896,-0.063769963,153.13584,60.332407,0.00697248
40.20899,0.0028154703,0.00055108499,-28.658176,-0.063194866,153.18427,60.328152,0.0069596843
40.30899,0.002899695,0.00055940405,-28.656853,-0.062619769,153.22813,60.323898,0.0069365693
40.40899,0.0027910051,0.00056693243,-28.654849,-0.062044672,153.27067,60.319644,0.0069134542
