time(s),C_Active,L_Active,itp_Po,itp_Temp,itp_HR,itp_RR,itp_HRV
62.403055,0.0060832709,,-26.57878,0.097632441,137.68466,64.802633,0.046829835
62.503055,0.0058165448,,-26.566776,0.097759612,137.65879,64.838736,0.046847789
62.603055,0.0055498186,,-26.554772,0.097886784,137.63291,64.773045,0.046745114
62.703055,0.0052830925,,-26.542768,0.098013955,137.60703,64.707354,0.046642438
62.803055,0.0050163663,,-26.540422,0.098141126,137.58263,64.641663,0.046539763
62.903055,0.0047496402,0.12246112,-26.552425,0.098268298,137.55929,64.575972,0.046437087
63.003055,0.004482914,0.11250092,-26.564429,0.098395469,137.53595,64.510281,0.046401719
63.103055,0.0045994998,0.10254072,-26.576433,0.09852264,137.51261,64.44459,0.046393486
63.203055,0.0049964994,0.092580518,-26.588437,0.098649812,137.49391,64.378899,0.046385254
63.303055,0.005393499,0.082620317,-26.595624,0.098776983,137.49391,64.313208,0.046377021
63.403055,0.0057904987,0.072660115,-26.595624,0.098904155,137.49391,64.247517,0.046371631
63.503055,0.0061874983,0.062699913,-26.595624,0.099031326,137.49391,64.181826,0.046371631
63.603055,0.006584498,0.052739711,-26.595624,0.099158497,137.49391,64.116135,0.046371631
63.703055,0.0069814976,0.042779509,-26.595624,0.099285669,137.49391,64.053693,0.046371631
63.803055,0.0073784973,0.032819307,-26.595624,0.09941284,137.49391,64.014863,0.046371631
63.903055,0.0077754969,0.026954469,-26.595624,0.099540011,137.49391,63.976033,0.046484477
64.003055,0.0081069804,0.024633994,-26.595624,0.099667183,137.49391,63.937202,0.046599557
64.103055,0.0078265994,0.022313519,-26.595624,0.099794354,137.49391,63.898372,0.046714638
64.203055,0.0075462185,0.019993044,-26.595624,0.099921525,137.49391,63.859542,0.046829718
64.303055,0.0072658376,0.017672569,-26.600182,0.1000487,137.49391,63.820712,0.046873917
64.403055,0.0069854567,0.015352094,-26.611599,0.10017587,137.49391,63.781882,0.046873917
64.503055,0.0067050758,0.013031619,-26.623016,0.10030304,137.49391,63.743051,0.046873917
64.603055,0.0064246949,0.010711144,-26.634432,0.10043021,137.43365,63.704221,0.046873917
