time(s),C_Active,L_Active,itp_Po,itp_Temp,itp_HR,itp_RR,itp_HRV
41.7963,0.001499735,0.0004429872,-28.77024,-0.03018105,137.5528,59.65187,0.01020346
41.8963,0.001494224,0.0004469564,-28.77329,-0.03000037,137.4875,59.65187,0.01016514
41.9963,0.001488714,0.0004509256,-28.77634,-0.0298197,137.4223,59.65187,0.01012663
42.0963,0.001486422,0.0004548948,-28.77939,-0.02963903,137.3571,59.65187,0.01008812
42.1963,0.001495701,0.000458864,-28.78244,-0.02945835,137.2922,59.65187,0.01004961
42.2963,0.001504981,0.0004628332,-28.78555,-0.02927768,137.2272,59.65187,0.01001243
42.3963,0.00151426,0.0004668024,-28.78894,-0.02909701,137.1623,59.65187,0.009977395
42.4963,0.00152354,0.0004707716,-28.79232,-0.02891633,137.0973,59.65187,0.009942364
42.5963,0.001532819,0.0004635309,-28.79571,-0.02873566,137.0311,59.65187,0.009907333
42.6963,0.001542098,0.0004477797,-28.7991,-0.02855499,136.9643,59.65187,0.009872433
42.7963,0.001551378,0.0004320285,-28.80243,-0.02835993,136.8975,59.65187,0.00983911
42.8963,0.001560657,0.0004162772,-28.80553,-0.02816066,136.8306,59.65187,0.009805786
42.9963,0.001569937,0.000400526,-28.80862,-0.02796138,136.764,59.65187,0.009772463
43.0963,0.001566882,0.0003847748,-28.81172,-0.0277621,136.6976,59.65958,0.009739139
43.1963,0.001553486,0.0003690236,-28.81482,-0.02756282,136.6312,59.71432,0.00970547
43.2963,0.00154009,0.0003532724,-28.81788,-0.02736354,136.5648,59.76905,0.009671699
43.3963,0.001526693,0.0003375212,-28.82081,-0.02716427,136.4985,59.82379,0.009637928
43.4963,0.001513297,0.0003219252,-28.82375,-0.02696499,136.4926,59.87853,0.009604157
43.5963,0.001499901,0.0003239525,-28.82668,-0.02676571,136.4926,59.93327,0.009571003
43.6963,0.001486504,0.0003259798,-28.82961,-0.02656643,136.4926,59.988,0.009538569
43.7963,0.001473108,0.0003280071,-28.83251,-0.02636716,136.4926,60.04274,0.009506135
43.8963,0.001459712,0.0003300345,-28.83528,-0.02616788,136.4926,60.09748,0.009473701
43.9963,0.001446315,0.0003320618,-28.83804,-0.0259686,136.4926,60.15222,0.009443972
44.0963,0.00147975,0.0003340891,-28.8408,-0.02576932,136.4926,60.20695,0.009430147
44.1963,0.00152023,0.0003361164,-28.84356,-0.02557005,136.4926,60.26169,0.009416323
44.2963,0.001560709,0.0003381437,-28.84584,-0.02537077,136.4786,60.31643,0.009402498
44.3963,0.001601189,0.0003401711,-28.84584,-0.02517149,136.3932,60.3488,0.009388674
