time(s),C_Active,L_Active,itp_Po,itp_Temp,itp_HR,itp_RR,itp_HRV
38.67965,0.007225742,0.0005842939,-26.85582,0.1225005,128.9769,54.94532,0.01876794
38.77965,0.006834139,0.0005618627,-26.87334,0.1244082,128.7257,54.88623,0.01872439
38.87965,0.00725086,0.0005394316,-26.86854,0.1263159,128.4792,54.82714,0.01863399
38.97965,0.00766758,0.0005170004,-26.86371,0.1282236,128.2327,54.76804,0.01854359
39.07965,0.008084301,0.0004945692,-26.85888,0.1301313,127.9861,54.70895,0.01845319
39.17965,0.008501021,0.000472138,-26.85404,0.1320389,127.8052,54.64985,0.01836279
39.27965,0.008917742,0.0004497068,-26.84921,0.1339466,127.7945,54.59076,0.01833243
39.37965,0.009334462,0.0004272756,-26.84919,0.1358543,127.7838,54.53167,0.01833243
39.47965,0.009751183,0.0004048445,-26.84919,0.137762,127.7731,54.47257,0.01833243
39.57965,0.0101679,0.0003824133,-26.84919,0.1396697,127.7623,54.41348,0.01833243
39.67965,0.01058462,0.0003889849,-26.84919,0.1415774,127.7606,54.35438,0.01833761
39.77965,0.01103492,0.000407844,-26.84919,0.1434754,127.7606,54.29529,0.01838031
39.87965,0.01150644,0.0004267031,-26.87336,0.1450727,127.7606,54.2362,0.018423
39.97965,0.01197795,0.0004455622,-26.89775,0.14667,127.7606,54.1771,0.0184657
40.07965,0.01244946,0.0004644214,-26.92214,0.1482673,127.7606,54.12625,0.01850839
40.17965,0.01292097,0.0004832805,-26.94654,0.1498647,127.7606,54.08299,0.01852595
40.27965,0.01339249,0.0005021396,-26.97093,0.151462,127.7606,54.03974,0.01852595
40.37965,0.013864,0.0005209987,-26.97125,0.1530593,127.7606,53.99649,0.01852595
40.47965,0.01433551,0.0005398578,-26.97125,0.1546566,127.7606,53.95323,0.01852595
40.57965,0.01480702,0.0005587169,-26.97125,0.1562539,127.814,53.90998,0.01853215
40.67965,0.0152335,0.0006261405,-26.97125,0.1578512,127.8703,53.86672,0.01862662
40.77965,0.01454162,0.0006978538,-26.97125,0.1594485,127.9266,53.82347,0.01872108
40.87965,0.01384975,0.000769567,-26.97826,0.1610459,127.9829,53.78021,0.01881555
40.97965,0.01315788,0.0008412803,-26.98539,0.1626432,128.0107,53.73696,0.01891002
41.07965,0.01246601,0.0009129936,-26.99253,0.1642405,128.0107,53.69371,0.01900254
41.17965,0.01177413,0.0009847069,-26.99966,0.1658378,128.0107,53.65045,0.01909344
41.27965,0.01108226,0.00105642,-27.00679,0.1674351,128.0107,53.6072,0.01918435
41.37965,0.01039039,0.001128134,-26.99761,0.1690324,128.0107,53.56394,0.01927526
41.47965,0.009698515,0.001199847,-26.98808,0.1706297,128.0107,53.54713,0.01936371
41.57965,0.009006642,0.001255622,-26.97854,0.1722271,128.0107,53.53064,0.01936371
41.67965,0.008499145,0.001208956,-26.96901,0.1738244,128.0107,53.51415,0.01936371
41.77965,0.008203934,0.00116229,-26.95948,0.1754217,128.0107,53.49765,0.01936371
41.87965,0.007908724,0.001115623,-26.98673,0.177019,127.9947,53.48116,0.01936371
41.97965,0.007613514,0.001068957,-27.0149,0.1786163,127.968,53.46467,0.01936371
42.07965,0.007318304,0.001022291,-27.04308,0.1802136,127.9412,53.44817,0.01936371
42.17965,0.007023094,0.0009756248,-27.07125,0.1818109,127.9145,53.43168,0.01936371
42.27965,0.006727883,0.0009289586,-27.09942,0.1834083,127.8841,53.41518,0.01936371
42.37965,0.006432673,0.0008822924,-27.07874,0.1850056,127.8262,53.39869,0.01936371
42.47965,0.006137463,0.0008356262,-27.05663,0.1866029,127.7684,53.3822,0.01947358
42.57965,0.005842253,0.0008043515,-27.03452,0.1882002,127.7105,53.3657,0.01958482
42.67965,0.00572405,0.0008015281,-27.01241,0.1897975,127.6527,53.34921,0.01969605
42.77965,0.005627886,0.0007987047,-26.9903,0.1913948,127.617,53.34207,0.01980728
42.87965,0.005531721,0.0007958813,-26.96307,0.1929921,127.5945,53.34884,0.01987326
42.97965,0.005435557,0.0007930579,-26.93567,0.1945895,127.5719,53.35561,0.01988943
43.07965,0.005339393,0.0007902345,-26.90827,0.1961868,127.5494,53.36238,0.0199056
43.17965,0.005243229,0.0007874111,-26.88087,0.1977841,127.5219,53.36915,0.01992177
43.27965,0.005147064,0.0007845877,-26.85347,0.1993814,127.4599,53.37591,0.01993794
43.37965,0.0050509,0.0007817643,-26.86924,0.2009787,127.398,53.38268,0.01983045
43.47965,0.004954736,0.0007789409,-26.88663,0.202576,127.336,53.38945,0.01971947
43.57965,0.004961062,0.0007553468,-26.90402,0.2041733,127.274,53.39622,0.0196085
43.67965,0.005190206,0.0007159219,-26.92141,0.2057707,127.2348,53.40299,0.01949753
43.77965,0.005419349,0.000676497,-26.9388,0.2073631,127.2098,53.40976,0.01949019
43.87965,0.005648493,0.0006370721,-26.95554,0.2088023,127.1848,53.41653,0.01960101
43.97965,0.005877637,0.0005976473,-26.97225,0.2102414,127.1598,53.42329,0.01971183
44.07965,0.00610678,0.0005582224,-26.98896,0.2116806,127.1295,53.43006,0.01982265
44.17965,0.006335924,0.0005187975,-27.00567,0.2131198,127.0533,53.4251,0.01993347
44.27965,0.006565067,0.0004793726,-27.02238,0.214559,126.977,53.4176,0.02004576
44.37965,0.006794211,0.0004399477,-27.03603,0.2159982,126.9007,53.41009,0.02015811
44.47965,0.007023355,0.0004005228,-27.04955,0.2174374,126.8244,53.40259,0.02027046
44.57965,0.007756158,0.0003882498,-27.06306,0.2188766,126.7649,53.39509,0.02038281
44.67965,0.008667433,0.0003834781,-27.07658,0.2203158,126.7173,53.38758,0.02044381
44.77965,0.009578708,0.0003787064,-27.09009,0.221755,126.6698,53.38008,0.0204374
44.87965,0.01048998,0.0003739347,-27.10264,0.2231941,126.6222,53.37258,0.02043099
44.97965,0.01140126,0.000369163,-27.11515,0.2246333,126.5703,53.36508,0.02042458
45.07965,0.01231253,0.0003643913,-27.12765,0.2260725,126.4501,53.35757,0.02041817
45.17965,0.01322381,0.0003596196,-27.14016,0.2275117,126.3298,53.35007,0.02040843
45.27965,0.01413509,0.000354848,-27.15266,0.2289509,126.2096,53.34257,0.02039831
45.37965,0.01504636,0.0003500763,-27.15157,0.2303901,126.0894,53.33506,0.02038819
45.47965,0.01570501,0.0003453046,-27.14974,0.2318293,125.8713,53.33483,0.02037808
