time(s),C_Active,L_Active,itp_Po,itp_Temp,itp_HR,itp_RR,itp_HRV
61.790964,0.0010800277,,-29.172239,0.025546028,136.30787,57.445019,0.013266934
61.890964,0.0011350626,,-29.172239,0.025902864,136.35435,57.445019,0.013325034
61.990964,0.0011900976,,-29.172239,0.026259701,136.41248,57.445019,0.013383135
62.090964,0.0012451325,,-29.172239,0.026592187,136.4706,57.445019,0.013441236
62.190964,0.0013001675,,-29.172239,0.026912965,136.52872,57.445019,0.013487928
62.290964,0.0013552024,0.059785915,-29.172239,0.027233742,136.58685,57.445019,0.013520231
62.390964,0.0013943675,0.053919968,-29.172239,0.027554519,136.61256,57.445019,0.013552533
62.490964,0.0013851181,0.04805402,-29.172239,0.027875296,136.62124,57.445019,0.013584836
62.590964,0.0013758688,0.042188072,-29.172239,0.028196074,136.62991,57.445019,0.013616683
62.690964,0.0013666194,0.036322124,-29.172239,0.028516851,136.63859,57.445019,0.013616683
62.790964,0.00135737,0.030456176,-29.172362,0.028837628,136.6558,57.445019,0.013616683
62.890964,0.0013481207,0.024590228,-29.172776,0.029158406,136.6937,57.445019,0.013616683
62.990964,0.0013388713,0.01872428,-29.17319,0.029479183,136.73161,57.445019,0.013616683
63.090964,0.0013296219,0.012858332,-29.173603,0.02979996,136.76952,57.445019,0.013616683
63.190964,0.0013203726,0.0069923846,-29.174017,0.030120738,136.80742,57.445019,0.013616683
63.290964,0.0013111232,0.0047632433,-29.174309,0.030441515,136.75433,57.445019,0.013616683
63.390964,0.0013301573,0.0046712157,-29.174312,0.030762292,136.69804,57.445019,0.013616683
63.490964,0.0013699332,0.0045791882,-29.174314,0.031083069,136.64175,57.445019,0.013616683
63.590964,0.001409709,0.0044871606,-29.174317,0.031403847,136.58546,57.445019,0.013616683
63.690964,0.0014494848,0.0043951331,-29.174319,0.031724624,136.54564,57.445019,0.013616683
63.790964,0.0014892607,0.0043031055,-29.174515,0.032045401,136.5159,57.445019,0.013616683
63.890964,0.0015290365,0.0042110779,-29.175171,0.032366179,136.48617,57.445019,0.013616683
63.990964,0.0015688123,0.0041190504,-29.175827,0.032686956,136.45643,57.445019,0.013616683
64.090964,0.0016085881,0.0040270228,-29.176483,0.033007733,136.4347,57.445019,0.013616683
64.190964,0.001648364,0.0040971582,-29.177139,0.033328511,136.4347,57.445019,0.013616683
64.290964,0.0016881398,0.0067749348,-29.177602,0.033649288,136.4347,57.445019,0.013616683
64.390964,0.0016349221,0.0094527113,-29.177602,0.033970065,136.4347,57.445019,0.013616683
64.490964,0.0015721725,0.012130488,-29.177602,0.034290842,136.4347,57.445019,0.013616683
64.590964,0.0015094228,0.014808264,-29.177602,0.03461162,136.4387,57.445019,0.013616683
64.690964,0.0014466732,0.017486041,-29.177602,0.034932397,136.44306,57.445019,0.013616683
64.790964,0.0013839235,0.020163818,-29.177602,0.035253174,136.44741,57.445019,0.013616683
64.890964,0.0013211739,0.022841594,-29.177602,0.035573952,136.45177,57.445019,0.013679516
64.990964,0.0012584242,0.025519371,-29.177602,0.035894729,136.45364,57.445019,0.013748318
65.090964,0.0011956746,0.028197147,-29.177602,0.036215506,136.45364,57.445019,0.013817121
65.190964,0.001132925,0.028312377,-29.177602,0.036536284,136.45364,57.445019,0.013885924
65.290964,0.0010856223,0.025732483,-29.179056,0.036857061,136.45364,57.445019,0.013944212
65.390964,0.0010881371,0.02315259,-29.184021,0.037177838,136.45664,57.445019,0.013991859
65.490964,0.0010906518,0.020572697,-29.188985,0.037498616,136.47002,57.445019,0.014039505
65.590964,0.0010931666,0.017992803,-29.19395,0.037819393,136.48339,57.445019,0.014087152
65.690964,0.0010956814,0.01541291,-29.198915,0.03814017,136.49676,57.445019,0.014136519
65.790964,0.0010981961,0.012833017,-29.2025,0.038460947,136.51013,57.445019,0.014206244
65.890964,0.0011007109,0.010253124,-29.202739,0.038781725,136.48846,57.445019,0.014275968
65.990964,0.0011032257,0.0076732302,-29.202978,0.039102502,136.46196,57.445019,0.014345692
66.090964,0.0011057404,0.0050933369,-29.203217,0.039378015,136.43546,57.445019,0.014415417
66.190964,0.0011082552,0.0045579218,-29.203457,0.039631762,136.40896,57.445019,0.014453703
66.290964,0.0011439628,0.0042074584,-29.203403,0.039885509,136.3942,57.445019,0.014475654
66.390964,0.0012051632,0.003856995,-29.202637,0.040139257,136.38986,57.445019,0.014497604
66.490964,0.0012663636,0.0035065316,-29.201871,0.040393004,136.38552,57.445019,0.014519555
66.590964,0.001327564,0.0031560682,-29.201105,0.040646751,136.38119,57.445019,0.014555087
66.690964,0.0013887644,0.0028056048,-29.200339,0.040900498,136.37607,57.445019,0.014634564
66.790964,0.0014499647,0.0024551413,-29.199043,0.041154245,136.36737,57.445019,0.01471404
66.890964,0.0015111651,0.0021046779,-29.19645,0.041407992,136.35867,57.445019,0.014793516
66.990964,0.0015723655,0.0017542145,-29.193857,0.04166174,136.34997,57.445019,0.014872992
67.090964,0.0016335659,0.001490644,-29.191265,0.041915487,136.34127,57.445019,0.014951694
67.190964,0.0016947663,0.0013918164,-29.188672,0.042169234,136.33975,57.445019,0.015030213
67.290964,0.0017512855,0.0012929887,-29.186418,0.042422981,136.33975,57.445019,0.015108732
67.390964,0.0018072528,0.0011941611,-29.184998,0.042676728,136.33975,57.445019,0.015187251
67.490964,0.00186322,0.0010953335,-29.183578,0.042930476,136.33975,57.445019,0.015263835
67.590964,0.0019191873,0.00099650582,-29.182158,0.043184223,136.36657,57.445019,0.015337133
67.690964,0.0019751545,0.00089767819,-29.180738,0.04343797,136.42519,57.445019,0.015410431
67.790964,0.0020311217,0.00079885056,-29.178952,0.043691717,136.48381,57.445019,0.015483728
67.890964,0.002087089,0.00070002292,-29.17626,0.043945464,136.54243,57.445019,0.015557026
67.990964,0.0021430562,0.00060119529,-29.173569,0.044199211,136.58665,57.445019,0.01556137
68.090964,0.0021990235,0.00059935879,-29.170877,0.044452959,136.52883,57.445019,0.01556137
68.190964,0.0022705537,0.00062591367,-29.168185,0.044706706,136.471,57.445019,0.01556137
68.290964,0.0023963657,0.00065246854,-29.165621,0.044960453,136.41318,57.445019,0.01556137
68.390964,0.0025221776,0.00067902342,-29.163373,0.0452142,136.35536,57.445019,0.015607908
68.490964,0.0026479895,0.0007055783,-29.161125,0.045467947,136.33975,57.445019,0.015697308
68.590964,0.0027738015,0.00073213318,-29.158877,0.045721694,136.33975,57.445019,0.015786708
68.690964,0.0028996134,0.00075868805,-29.156629,0.045975442,136.33975,57.445019,0.015876108
68.790964,0.0030254254,0.00078524293,-29.154809,0.046229189,136.33975,57.445019,0.015956239
68.890964,0.0031512373,0.00081179781,-29.154057,0.046482936,136.33975,57.445019,0.015956239
68.990964,0.0032770493,0.00084483729,-29.153305,0.046736683,136.33975,57.445019,0.015956239
69.090964,0.0034028612,0.00090352452,-29.152553,0.04699043,136.33975,57.445019,0.015956239
