time(s),C_Active,L_Active,itp_Po,itp_Temp,itp_HR,itp_RR,itp_HRV
45.862094,0.002268668,0.00057875004,-28.656198,0.039081219,140.36632,52.662335,0.0039328524
45.962094,0.0024124455,0.00058359365,-28.656198,0.039933592,140.371,52.609256,0.0039073728
46.062094,0.0024057216,0.00058843725,-28.656198,0.040784926,140.37568,52.556177,0.0038815999
46.162094,0.0023709146,0.00059328086,-28.656198,0.041530255,140.39986,52.503098,0.003855827
46.262094,0.0023361075,0.00059812447,-28.656198,0.042275583,140.42595,52.45002,0.0038300541
46.362094,0.0023013004,0.00060296808,-28.656198,0.043020912,140.45203,52.396941,0.0038050468
46.462094,0.0022664934,0.00060781168,-28.656198,0.043766241,140.47812,52.343862,0.0037835346
46.562094,0.0022316863,0.00061265529,-28.656198,0.04451157,140.49594,52.290783,0.0037620224
46.662094,0.0021968793,0.0006174989,-28.656198,0.045256899,140.50773,52.237704,0.0037405101
46.762094,0.0021620722,0.00073163728,-28.656198,0.046002227,140.51952,52.184625,0.0037189979
46.862094,0.0021272651,0.00095618846,-28.656198,0.046747556,140.53131,52.131546,0.0037174214
46.962094,0.0021257305,0.0011807396,-28.656198,0.047492885,140.5431,52.078467,0.0037212423
47.062094,0.0021830712,0.0014052908,-28.656198,0.048238214,140.5549,52.025389,0.0037250633
47.162094,0.0022404119,0.001629842,-28.656198,0.048983542,140.56669,51.97231,0.0037288843
47.262094,0.0022977526,0.0018543932,-28.656198,0.049728871,140.57848,51.919231,0.0037312029
47.362094,0.0023550933,0.0020789444,-28.649236,0.0504742,140.59028,51.866152,0.0037312029
47.462094,0.002412434,0.0023034955,-28.641655,0.051219529,140.59127,51.863509,0.0037312029
47.562094,0.0024697747,0.0025280467,-28.634074,0.051964857,140.59127,51.863509,0.0037312029
47.662094,0.0025271154,0.0027525979,-28.626493,0.052710186,140.59127,51.863509,0.0037312029
47.762094,0.0025844561,0.0084411671,-28.618912,0.053455515,140.59127,51.863509,0.0037375982
47.862094,0.0026417969,0.01498335,-28.618664,0.054200844,140.60679,51.863509,0.0037440044
47.962094,0.0025664979,0.021525532,-28.619087,0.054946172,140.63331,51.863509,0.0037504106
48.062094,0.0024730022,0.028067715,-28.619509,0.055691501,140.65983,51.863509,0.0037568167
48.162094,0.0023795065,0.034609898,-28.619931,0.05643683,140.68635,51.863509,0.0037489723
48.262094,0.0022860108,0.04115208,-28.620353,0.057182159,140.70497,51.863509,0.0037317253
48.362094,0.0021925151,0.047694263,-28.614712,0.057927487,140.70497,51.863509,0.0037144783
48.462094,0.0020990195,0.054236446,-28.6085,0.058672816,140.70497,51.863509,0.0036972313
48.562094,0.0020055238,0.060778628,-28.602288,0.059418145,140.70497,51.863509,0.0036802867
48.662094,0.0019120281,0.064438024,-28.596076,0.060163474,140.70512,51.863509,0.0036644098
48.762094,0.0018185324,0.05862551,-28.589864,0.060908802,140.72193,51.863509,0.0036485329
48.862094,0.0017734498,0.052812996,-28.587093,0.061654131,140.73874,51.863509,0.003632656
48.962094,0.0018015139,0.047000482,-28.584655,0.06239946,140.75555,51.863509,0.0036167791
49.062094,0.0018295781,0.041187968,-28.582217,0.063144789,140.77236,51.863509,0.0036142081
49.162094,0.0018576423,0.035375454,-28.579779,0.063890118,140.75757,51.863509,0.0036142081
49.262094,0.0018857065,0.02956294,-28.57734,0.064635446,140.73113,51.863509,0.0036142081
49.362094,0.0019137706,0.023750426,-28.57498,0.065380775,140.70469,51.863509,0.0036142081
49.462094,0.0019418348,0.017937912,-28.572627,0.066126104,140.67825,51.863509,0.0036078578
49.562094,0.001969899,0.012125398,-28.570274,0.066871433,140.6539,51.863509,0.0035938889
49.662094,0.0019979631,0.0094043344,-28.567922,0.067616761,140.63231,51.863509,0.00357992
49.762094,0.0020260273,0.0087395035,-28.565569,0.06836209,140.61071,51.863509,0.0035659512
49.862094,0.0022028949,0.0080746725,-28.558077,0.069107419,140.58912,51.863509,0.0035522023
49.962094,0.002393148,0.0074098415,-28.550062,0.069852748,140.57281,51.863509,0.0035408259
50.062094,0.0025834011,0.0067450105,-28.542047,0.070597804,140.59914,51.863509,0.0035294495
50.162094,0.0027736542,0.0060801796,-28.534032,0.071315141,140.62547,51.863509,0.0035180731
50.262094,0.0029639073,0.0054153486,-28.526017,0.072032477,140.6518,51.863509,0.0035066967
50.362094,0.0031541604,0.0047505176,-28.532517,0.072749813,140.67813,51.863509,0.0034933962
50.462094,0.0033444135,0.0040856866,-28.540532,0.073467149,140.69871,51.863509,0.0034792925
50.562094,0.0035346667,0.0034208557,-28.548547,0.074184486,140.71779,51.863509,0.0034651888
50.662094,0.0037249198,0.0060537637,-28.556562,0.074901822,140.73686,51.863509,0.0034510852
50.762094,0.0037333715,0.0087932256,-28.564577,0.075619158,140.75594,51.863509,0.0034374874
50.862094,0.0035070791,0.011532688,-28.569767,0.076336494,140.76592,51.863509,0.0034249717
50.962094,0.0032807867,0.014272149,-28.574654,0.07705383,140.76592,51.863509,0.0034124559
51.062094,0.0030544943,0.017011611,-28.579541,0.077771167,140.76592,51.863509,0.0033999402
51.162094,0.002828202,0.019751073,-28.584429,0.078488503,140.76592,51.863509,0.0033874244
51.262094,0.0026019096,0.022490535,-28.589316,0.079205839,140.7663,51.863509,0.0033931264
51.362094,0.0023756172,0.025229997,-28.595966,0.079923175,140.76866,51.863509,0.0034001895
51.462094,0.0021493248,0.027969459,-28.602809,0.080640512,140.77101,51.863509,0.0034072526
51.562094,0.0019230324,0.028816416,-28.609652,0.081357848,140.77337,51.863509,0.0034143157
