time(s),C_Active,L_Active,itp_Po,itp_Temp,itp_HR,itp_RR,itp_HRV
48.683125,0.00099391363,0.00040808524,-28.013578,-0.15240197,172.53066,52.57215,0.012317332
48.783125,0.0010344548,0.00040932107,-28.013578,-0.15144697,172.58734,52.57215,0.012379039
48.883125,0.001074996,0.0004105569,-28.013578,-0.15049196,172.64402,52.57215,0.012440746
48.983125,0.0011155372,0.00041179273,-28.013578,-0.14953696,172.70069,52.57215,0.012502452
49.083125,0.0011560784,0.00041302856,-28.013578,-0.14858195,172.74936,52.57215,0.012566423
49.183125,0.0011966196,0.00041426439,-28.013578,-0.14762695,172.79768,52.57215,0.012631907
49.283125,0.0012371608,0.00041550022,-28.012387,-0.14667194,172.846,52.57215,0.01269739
49.383125,0.0012458365,0.00041954018,-28.005633,-0.14571694,172.87358,52.57215,0.012762873
49.483125,0.0012501408,0.00043453451,-27.998878,-0.14476193,172.87358,52.57215,0.012787413
49.583125,0.001254445,0.00044952884,-27.992124,-0.14380693,172.87358,52.57215,0.012808653
49.683125,0.0012587493,0.00046452318,-27.98537,-0.14285192,172.87358,52.57215,0.012829893
49.783125,0.0012630536,0.00047951751,-27.979796,-0.14189692,172.87358,52.57215,0.012849788
49.883125,0.0012673578,0.00049451184,-27.979796,-0.14094191,172.87358,52.57215,0.012865631
49.983125,0.0012716621,0.00050950617,-27.979796,-0.13998691,172.87358,52.57215,0.012881473
50.083125,0.0012759663,0.0005245005,-27.979796,-0.1390319,172.89218,52.57215,0.012897316
50.183125,0.0012802706,0.00053949483,-27.979796,-0.1380769,172.95718,52.600646,0.012919858
50.283125,0.0012754353,0.00055448916,-27.978366,-0.13712189,173.02218,52.642583,0.012947409
50.383125,0.0012497873,0.0005615865,-27.97011,-0.13616689,173.08718,52.68452,0.01297496
50.483125,0.0012241393,0.00055800075,-27.961854,-0.13521188,173.15557,52.726457,0.013002511
50.583125,0.0011984912,0.00055441499,-27.953598,-0.13425688,173.22535,52.768394,0.013060157
50.683125,0.0011728432,0.00055082924,-27.945342,-0.13330187,173.29513,52.810331,0.013121338
50.783125,0.0011471952,0.00054724348,-27.938146,-0.13234687,173.3555,52.852268,0.013182519
50.883125,0.0011215472,0.00054365773,-27.936062,-0.13139186,173.3555,52.894205,0.013233836
50.983125,0.0010958991,0.00054007198,-27.933977,-0.13043686,173.3555,52.936142,0.013249201
51.083125,0.0010702511,0.00053648622,-27.931893,-0.12948185,173.3555,52.978079,0.013264565
51.183125,0.0010446031,0.00053290047,-27.929809,-0.12852685,173.3555,53.020016,0.01327993
51.283125,0.0010609559,0.00052931472,-27.928079,-0.12757184,173.3555,53.061953,0.013319043
51.383125,0.0010928542,0.00052387412,-27.928079,-0.12661684,173.3555,53.10389,0.013378906
51.483125,0.0011247525,0.00051741813,-27.928079,-0.12566183,173.3555,53.145827,0.013438769
51.583125,0.0011566509,0.00051096214,-27.928079,-0.12470683,173.33948,53.166927,0.013498631
51.683125,0.0011885492,0.00050450615,-27.928079,-0.12375182,173.32265,53.166927,0.013507521
51.783125,0.0012204476,0.00049805016,-27.928079,-0.12279682,173.30583,53.166927,0.013507521
51.883125,0.0012523459,0.00049159417,-27.928079,-0.12184181,173.27072,53.166927,0.013507521
51.983125,0.0012842442,0.00048513817,-27.928079,-0.12088681,173.19786,53.166927,0.013507521
52.083125,0.0013161426,0.00047868218,-27.928079,-0.1199318,173.125,53.166927,0.013507521
52.183125,0.0013472626,0.00047222619,-27.928079,-0.1189768,173.05214,53.166927,0.013507521
52.283125,0.0013741613,0.0004657702,-27.928079,-0.11802179,173.05117,53.166927,0.013507521
52.383125,0.00140106,0.00048946131,-27.928079,-0.11706216,173.08161,53.166927,0.013481115
52.483125,0.0014279587,0.00051775921,-27.928079,-0.11609338,173.11205,53.166927,0.013429666
52.583125,0.0014548574,0.0005460571,-27.928079,-0.11512459,173.14531,53.166927,0.013378216
52.683125,0.0014817561,0.000574355,-27.928079,-0.11415581,173.2183,53.166927,0.013326767
52.783125,0.0015086548,0.0006026529,-27.928589,-0.11318703,173.29128,53.166927,0.0132747
52.883125,0.0015355535,0.00063095079,-27.931671,-0.11221824,173.36427,53.166927,0.013222539
52.983125,0.0015624522,0.00065924869,-27.934753,-0.11124946,173.39002,53.189823,0.013170377
53.083125,0.0015893509,0.00068754659,-27.937835,-0.11028068,173.35626,53.232012,0.013143284
53.183125,0.0015914025,0.00071584448,-27.940917,-0.10931189,173.32249,53.274201,0.013204381
53.283125,0.0015754877,0.00074213532,-27.942887,-0.10834311,173.28872,53.31639,0.013265478
53.383125,0.0015595729,0.00074779354,-27.939181,-0.10737433,173.22305,53.358579,0.013326575
53.483125,0.0015436581,0.00075345176,-27.935475,-0.10640555,173.15019,53.400768,0.013387089
53.583125,0.0015277433,0.00075910999,-27.931769,-0.10543676,173.07732,53.442957,0.013447165
53.683125,0.0015118285,0.00076476821,-27.928063,-0.10446798,173.03158,53.485146,0.013507241
53.783125,0.0014959137,0.00077042643,-27.924144,-0.1034992,173.10453,53.527335,0.013567317
53.883125,0.0014799989,0.00077608465,-27.919122,-0.10253041,173.17747,53.569524,0.013572145
53.983125,0.001464084,0.00078174287,-27.9141,-0.10156163,173.25042,53.611713,0.013572145
54.083125,0.0014481175,0.00078740109,-27.909078,-0.10059285,173.26123,53.653902,0.013572145
54.183125,0.0014238825,0.00079305931,-27.904056,-0.099624064,173.22323,53.696091,0.013587192
54.283125,0.0013996475,0.00080454419,-27.898971,-0.098655281,173.18524,53.73828,0.01364427
54.383125,0.0013754125,0.00082899684,-27.893557,-0.097686498,173.14724,53.74282,0.013701348
54.483125,0.0013511775,0.00085344949,-27.888143,-0.096717715,173.12904,53.74282,0.013758426
54.583125,0.0013269426,0.00087790214,-27.882729,-0.095748931,173.11238,53.74282,0.013817913
54.683125,0.0013027076,0.00090235479,-27.877314,-0.094780148,173.09571,53.74282,0.013878969
54.783125,0.0012784726,0.00092680744,-27.872761,-0.093811365,173.07175,53.74282,0.013940024
54.883125,0.0012542376,0.00095126009,-27.872761,-0.092842582,173.03014,53.74282,0.01400108
54.983125,0.0012300026,0.00097571274,-27.872761,-0.091873799,172.98853,53.74282,0.014017097
55.083125,0.0012231705,0.0010001654,-27.872761,-0.090905016,172.94692,53.74282,0.014030471
55.183125,0.0012393173,0.001024618,-27.872761,-0.089936233,172.90824,53.74282,0.014043845
55.283125,0.0012554642,0.0010214258,-27.871987,-0.08896745,172.8713,53.74282,0.014053469
55.383125,0.0012716111,0.00099376547,-27.867071,-0.087998667,172.83435,53.74282,0.014053469
55.483125,0.001287758,0.0009661051,-27.862155,-0.087029884,172.79741,53.74282,0.014053469
55.583125,0.0013039049,0.00093844472,-27.857239,-0.086061101,172.73777,53.74282,0.014053469
55.683125,0.0013200517,0.00091078434,-27.852324,-0.085092318,172.6761,53.75394,0.014054723
55.783125,0.0013361986,0.00088312397,-27.849567,-0.084123535,172.61443,53.799023,0.014056768
55.883125,0.0013523455,0.00085546359,-27.8585,-0.083154752,172.54687,53.844105,0.014058812
55.983125,0.0013684924,0.00082780321,-27.867434,-0.082185969,172.45583,53.889188,0.014060857
56.083125,0.0013423317,0.00080014284,-27.876367,-0.081217186,172.36479,53.93427,0.014060972
56.183125,0.0013090604,0.00077248246,-27.8853,-0.080248403,172.27376,53.979353,0.014060972
56.283125,0.0012757892,0.00076839536,-27.892855,-0.07927962,172.22586,54.024435,0.014060972
56.383125,0.0012425179,0.00077214875,-27.892855,-0.078313648,172.22586,54.069518,0.014060972
56.483125,0.0012092466,0.00077590215,-27.892855,-0.077353234,172.22586,54.114601,0.014060972
56.583125,0.0011759754,0.00077965554,-27.892855,-0.07639282,172.22586,54.159683,0.014060972
56.683125,0.0011427041,0.00078340894,-27.892855,-0.075432406,172.21406,54.204766,0.014060972
56.783125,0.0011094328,0.00078716233,-27.892855,-0.074471993,172.19826,54.249848,0.014078332
56.883125,0.0010761616,0.00079091572,-27.892855,-0.073511579,172.18247,54.294931,0.014107463
56.983125,0.0010697167,0.00079466912,-27.892855,-0.072551165,172.16624,54.338621,0.014136595
57.083125,0.0011320055,0.00079842251,-27.892855,-0.071590751,172.12666,54.293984,0.014165726
57.183125,0.0011942943,0.00080217591,-27.892855,-0.070630338,172.08707,54.249348,0.014233589
57.283125,0.0012565831,0.00083059419,-27.892855,-0.069669924,172.04749,54.204711,0.01430485
57.383125,0.0013188719,0.00085973221,-27.892855,-0.06870951,172.03328,54.160074,0.014376111
57.483125,0.0013811607,0.00088887024,-27.892855,-0.067749097,172.08251,54.115438,0.014442626
57.583125,0.0014434495,0.00091800827,-27.892855,-0.066788683,172.13173,54.070801,0.014494044
57.683125,0.0015057383,0.00094714629,-27.892855,-0.065828269,172.18096,54.026165,0.014545461
57.783125,0.0015680271,0.00097628432,-27.89223,-0.064867855,172.13976,53.981528,0.014596879
57.883125,0.001630316,0.0010054223,-27.888054,-0.063907442,172.02576,53.936891,0.014630098
57.983125,0.001635543,0.0010345604,-27.883877,-0.062947028,171.91175,53.892255,0.014648842
58.083125,0.0016170176,0.0010636984,-27.879701,-0.061986614,171.79775,53.847618,0.014667586
58.183125,0.0015984923,0.0010763138,-27.875525,-0.0610262,171.77396,53.802981,0.01468633
58.283125,0.0015799669,0.0010195337,-27.872813,-0.060065787,171.77009,53.758345,0.014749249
58.383125,0.0015614416,0.00096275361,-27.878524,-0.059105373,171.76623,53.74282,0.014818551
58.483125,0.0015429162,0.00090597353,-27.884236,-0.058144959,171.76882,53.74282,0.014887853
58.583125,0.0015243908,0.00084919344,-27.889947,-0.057184546,171.84342,53.74282,0.014946077
58.683125,0.0015058655,0.00079241336,-27.895659,-0.056224132,171.91801,53.74282,0.014956268
58.783125,0.0014873401,0.00073563328,-27.900425,-0.055263718,171.99261,53.74282,0.01496646
58.883125,0.0014638999,0.00067885319,-27.899684,-0.054303304,172.00189,53.74282,0.014976651
58.983125,0.0014077855,0.00062207311,-27.898943,-0.053342891,171.88886,53.74282,0.01498176
59.083125,0.0013516711,0.00056529302,-27.898202,-0.052382477,171.77583,53.74282,0.01498176
59.183125,0.0012955566,0.00053086629,-27.897461,-0.051422063,171.6628,53.74282,0.01498176
59.283125,0.0012394422,0.00052821602,-27.896098,-0.050461649,171.59008,53.74282,0.01498176
59.383125,0.0011833278,0.00052556575,-27.891066,-0.049501236,171.54339,53.74282,0.014925943
59.483125,0.0011272133,0.00052291548,-27.886034,-0.048540822,171.49669,53.74282,0.014856759
59.583125,0.0010710989,0.00052026521,-27.881002,-0.047580408,171.44999,53.74282,0.014787575
59.683125,0.0010149845,0.00051761494,-27.87597,-0.046619995,171.33241,53.74282,0.014719152
59.783125,0.00095887004,0.00051496468,-27.87217,-0.045659581,171.20364,53.74282,0.014656119
59.883125,0.0010393053,0.00051231441,-27.875738,-0.044699167,171.07487,53.74282,0.014593085
59.983125,0.0012293159,0.00050966414,-27.879305,-0.043738753,170.95953,53.74282,0.014530052
60.083125,0.0014193265,0.00050701387,-27.882872,-0.04277834,170.95197,53.74282,0.014465501
60.183125,0.0016093371,0.00056840233,-27.88644,-0.041817926,170.94442,53.74282,0.014399067
60.283125,0.0017993477,0.00066684308,-27.888988,-0.040857512,170.93687,53.74282,0.014332633
60.383125,0.0019893583,0.00076528382,-27.885365,-0.039902371,170.88702,53.74282,0.014266199
60.483125,0.0021793689,0.00086372457,-27.881743,-0.038957656,170.75677,53.74282,0.014301229
60.583125,0.0023693795,0.00096216531,-27.878121,-0.03801294,170.62653,53.74282,0.014367529
60.683125,0.0025593901,0.0010606061,-27.874499,-0.037068224,170.49629,53.74282,0.014433828
60.783125,0.0027494007,0.0011590468,-27.871384,-0.036123509,170.37217,53.74282,0.01449515
60.883125,0.0025840254,0.0012574876,-27.871384,-0.035178793,170.25302,53.74282,0.01449515
60.983125,0.0024113599,0.0013559283,-27.871384,-0.034234078,170.13386,53.74282,0.01449515
61.083125,0.0022386945,0.001454369,-27.871384,-0.033289362,170.01471,53.783504,0.01449515
61.183125,0.002066029,0.001464405,-27.871384,-0.032344647,169.86658,53.828636,0.014519722
61.283125,0.0018933635,0.0014593365,-27.871206,-0.031399931,169.70821,53.873767,0.014584612
61.383125,0.001720698,0.001454268,-27.869921,-0.030455215,169.54983,53.918899,0.014649502
61.483125,0.0015480326,0.0014491995,-27.868636,-0.0295105,169.39146,53.96403,0.014714392
61.583125,0.0013753671,0.001444131,-27.867351,-0.028565784,169.32026,54.009162,0.01475826
61.683125,0.0012027016,0.0014390625,-27.866066,-0.027621069,169.25847,54.054294,0.014791857
61.783125,0.0011412043,0.001433994,-27.863942,-0.026676353,169.19668,54.099425,0.014825453
61.883125,0.0012423858,0.0014289255,-27.85654,-0.025731638,169.12784,54.144557,0.014859049
61.983125,0.0013435673,0.0014238569,-27.849138,-0.024786922,168.92286,54.189688,0.014925333
62.083125,0.0014447489,0.0014259991,-27.841736,-0.023842206,168.71788,54.23482,0.014993146
62.183125,0.0015459304,0.0015164415,-27.834333,-0.022897491,168.51291,54.279951,0.015060959
62.283125,0.001647112,0.0016068838,-27.827306,-0.021952775,168.30821,54.325083,0.015107983
62.383125,0.0017482935,0.0016973262,-27.822671,-0.02100806,168.10482,54.350331,0.015085753
62.483125,0.0018494751,0.0017877685,-27.818036,-0.020063344,167.90142,54.366423,0.015063522
62.583125,0.0019506566,0.0018782108,-27.813401,-0.019118629,167.69802,54.382515,0.015041292
62.683125,0.0020518381,0.0019686532,-27.808766,-0.018173913,167.49185,54.398606,0.015024851
62.783125,0.0019698805,0.0020590955,-27.804264,-0.017229197,167.27894,54.414698,0.015014197
62.883125,0.0018505209,0.0021495379,-27.800616,-0.016284482,167.06602,54.43079,0.015003543
62.983125,0.0017311612,0.0022399802,-27.796968,-0.015339766,166.85311,54.446881,0.01499289
63.083125,0.0016118015,0.0022527716,-27.793321,-0.014395051,166.63574,54.462973,0.015018277
63.183125,0.0014924418,0.0020804467,-27.789673,-0.013450335,166.41155,54.479064,0.015054878
63.283125,0.0013730821,0.0019081219,-27.786433,-0.01250562,166.18737,54.495156,0.015091478
